Fuel_Level_Percentage,Vehicle_Load_kg,Speed_kmph,Temperature_C,Route_Type,distance
89.59,1541.7,78.2,43.3,Urban,283.67
76.25,2359.7,77.3,17.1,Highway,261.41
91.28,2640.9,44.7,29.3,Highway,134.02
77.08,1275,,42.6,Highway,406.5
61.73,1481.9,52.6,29.6,Urban,147.46
67.14,1391.4,50.7,16.9,Highway,266.11
89.47,2582.1,23.3,21.9,Urban,41.54
59.99,610.9,,32.4,Urban,204.98
65.08,1271.1,74,17.6,Highway,408.33
19.87,2198.5,66.8,27.7,Highway,77.17
50.02,1913.6,,24.9,Urban,147.74
73.06,1590.7,29.6,39.5,Highway,167.85
30.74,1849.9,41.5,18.3,Highway,77.83
,994,34,,Urban,58.16
34.81,1576.8,39,27.2,Highway,109.76
27.94,1754.3,54.8,32.6,Urban,59.37
25.42,2753,41.9,21.2,Highway,35.91
45.36,1152.1,53.6,33.3,Urban,141.89
91.24,2669.6,46.3,35.2,Urban,73.77
53.17,2110.6,37.2,17.1,Rural,79.15
22.85,550.9,25.7,39.7,Rural,45.14
12.31,2311.6,73.5,40.8,Highway,31.46
71.13,588.9,20.7,16.9,Urban,110.47
41.37,2993.5,20.1,33.1,Urban,2.04
83.07,2681.6,69.6,32.8,Highway,175.9
67.65,1243.4,79.8,15.4,Urban,278.43
80.64,1143.5,63.6,25.3,Rural,403.95
30.83,1453.6,20.9,,Urban,22.57
70.77,1390.4,33.6,31.7,Urban,133.84
30.09,1430.8,78.3,43,Highway,160.26
94.21,1295.7,68.5,35.3,Highway,529.96
65.46,2052.8,54,15.9,Urban,96.98
35.83,910.7,34.2,17.3,Rural,94.57
30.6,2615,20.9,36.7,Highway,7.59
23.14,2531,21.3,31.6,Rural,5.71
70.99,1691.2,56.7,18.8,Highway,264.99
25.78,2631.8,21.3,33.4,Highway,9.27
61.55,1117.9,79.6,39.3,Urban,249.3
30.14,543.9,31,,Highway,98.14
67.89,2048,62.6,22.4,Highway,246.29
82.42,1644.8,29.3,22.7,Urban,106.18
78.91,1917.9,52.4,44,Urban,127.42
77.28,2748.3,24.8,41.6,Highway,49.72
22.83,2924.8,66,24.6,Urban,20.48
13.4,2086.1,55.1,39.7,Urban,25.01
71.4,2410.1,25.2,19.9,Urban,44.52
39.99,709.5,70.9,,Urban,185.35
46.07,901.8,52.8,20.4,Highway,259.01
7.96,2333,75.3,17.6,Urban,22.22
29.66,1578.4,75,40.6,Urban,89.87
8.2,1614.9,75.2,32.4,Urban,38.86
88.52,1271.5,24.7,22.8,Urban,119.96
28.12,2018.4,27.3,40.5,Highway,38.43
57.95,962.9,79.3,39.1,Urban,249.69
8.7,2067.3,49.3,18,Urban,15.94
68.35,934.5,34.3,34.3,Urban,127.21
35.69,659.6,66.2,36.7,Rural,178.79
90.3,1325.9,35.9,36.5,Urban,158.75
89.37,1077.9,63.6,36.7,Rural,413.55
35.9,2722.5,70.2,,Urban,36.58
90.59,637.4,67.1,24.5,Highway,732.13
99.63,941.5,36.4,40.3,Urban,180.01
83.41,1871.8,44.1,42,Urban,118.69
85.26,1702.7,44.8,23.4,Highway,298.53
28.66,614.6,49.5,15.7,Highway,158.26
59.79,518.1,30,40.8,Urban,109.56
11.39,2970.2,47.1,,Urban,9.54
14.02,2147.1,50.6,,Urban,35.93
99.89,1413.5,51.9,25.4,Rural,344.67
36.03,1676.1,69.2,27.5,Rural,160.97
76.08,1166.4,51,26.3,Urban,218.52
81.63,1362.2,33.8,32,Highway,235.65
86.51,2122.6,59.8,17.4,Urban,158.46
99.77,2707,67.8,44.1,Highway,197.65
27.94,960.3,39.2,43.1,Highway,94.61
8.83,2600.9,58.7,43,Urban,-3.73
44.06,803.9,28.8,41.4,Urban,76.2
17.36,1037.5,40.5,34.8,Rural,65.07
7.13,592.9,74.6,21.6,Rural,61.67
39.24,852,74.7,16.5,Highway,296.86
79.46,2793.3,54.5,18,Urban,79.28
58.79,1648.6,62.1,24.7,Urban,164.26
34.71,694.2,71.2,30.1,Highway,280.1
67.16,2899.3,77.5,44.8,Rural,87.21
27.04,2697.5,49.4,28.1,Rural,5.67
6.37,2386.7,53.7,30.7,Urban,-1.03
77.61,2833.7,44.9,35.9,Highway,88.28
64.26,1050.3,24.3,20.4,Highway,153.7
77.42,2590.9,45.4,43,Urban,65.21
8.7,2225,67.4,30.9,Urban,18.48
84.53,2674.4,68.3,23.3,Urban,129.21
63.85,2492.3,73.5,43.1,Highway,164.92
58.52,1366.2,23.1,33.8,Rural,64.36
64.34,2436,51.6,29.5,Rural,131.93
87.12,1156.1,26.4,32.4,Highway,188.93
60.76,1321.5,32,37.4,Urban,102.34
60.19,769.8,74,19.6,Highway,463.68
99.11,2837.7,49.8,40.9,Rural,105.87
76.89,1227.5,65.5,43.8,Highway,384.44
47.02,1801.6,23.9,32,Urban,48.22
72.2,1478.3,45,35.5,Rural,176.1
41.98,2899.8,,40.8,Rural,50.08
26.74,1337.6,28,26.2,Rural,57.48
61.7,2446.4,39.5,44.8,Rural,74.82
93.18,2638.5,23.9,35.4,Urban,52.47
93.27,1589,,27.7,Rural,343.44
37.48,1445.4,78.3,35.3,Highway,223.25
,2369.4,69.6,30.7,Urban,94.16
25.11,2782.2,78.5,18.3,Highway,50.57
99.58,2387.3,70.7,38.9,Urban,180.69
98.21,1067.8,71.3,31.9,Urban,388.02
66.7,2720.8,54.6,38.9,Rural,63.01
81.42,1469,51.1,19.6,Urban,189.97
72.93,1940.6,44.4,31.2,Rural,163.94
61.35,2578.6,69.1,38,Urban,81.93
10.07,971,30.9,44.6,Urban,21.86
48.2,2461.3,23.4,41.5,Urban,4.45
,1990.4,76.9,40.9,Highway,251.27
69.37,2733.4,20.2,22.4,Urban,28.8
40.45,929.9,78.6,40.1,Rural,241.29
94.46,1551.7,,20.1,Highway,447.42
20.9,2582.1,39.7,20.9,Highway,35.69
,548.1,61.9,18.3,Urban,235.79
70.63,780.5,69.1,40.7,Urban,279.68
71.23,2976.4,34.7,18.2,Rural,49.22
66.62,1201,66.3,19.1,Urban,240.79
31.15,2938.9,68.3,22.4,Urban,26.44
19.84,956.3,,32.2,Urban,49.19
65.41,1402.7,22.5,41.4,Rural,105.14
61.93,2382.2,32.2,27.5,Urban,48.75
22.04,2144.4,32,31.4,Urban,21.49
71.99,1952.8,23.9,20,Highway,95.47
48.24,1824.7,63.6,23,Rural,169.46
68.44,2608.6,42.8,19,Urban,59.8
84.55,1087.4,73.1,27.3,Urban,375.79
21.12,1606.2,35.1,32.7,Urban,46.59
6.82,888.6,47.2,23.5,Urban,28.58
79.01,1989.9,58.3,40.4,Urban,157.59
62.92,1126.4,72.6,,Urban,211.43
71.47,1334.6,51.5,18.6,Highway,301.29
84.62,1678.1,42.4,15.5,Urban,152.26
81.27,566.9,72,38.7,Urban,370.49
,729.8,38.6,20.7,Rural,348.44
55.91,2214.8,24.8,,Urban,25.07
51.41,1572.4,46.7,26.8,Urban,119.81
43.18,2662,67.1,42.5,Urban,56.11
19.6,2236.7,21.8,34.8,Highway,12.67
59.4,520.3,55.2,16.2,Highway,361.59
31.32,2041.8,55.7,15.4,Rural,73.26
92.52,734.3,75.7,21,Highway,758.4
60.4,2452.3,37.2,24.5,Rural,92.65
61.32,2978.8,36.7,29.5,Highway,73.68
38.72,1828,46.4,40.1,Urban,60.35
9.94,2206.9,41.4,,Urban,6.83
8.02,1093.3,64.2,26.3,Highway,37.85
,1594,58.5,24.9,Rural,156.94
13.03,2640.2,65.5,15.3,Urban,10.67
62.65,918.6,69.2,43.7,Urban,239.55
88.69,1163.8,75.4,19.2,Rural,522.48
88.88,1613.6,45.9,23.6,Urban,182.47
67.61,2280.6,79.1,18.9,Highway,246.12
25.07,1439.7,32.9,29.7,Urban,28.81
86.98,2819.3,62.9,43,Urban,80.85
89.18,736.1,52,18,Urban,301.44
23.68,1427,69,28.2,Highway,137.62
75.06,2272.4,48.6,15.7,Urban,97.1
32.22,1065,67,38.1,Highway,203.92
81.25,2141,75.8,34.2,Urban,197.64
99.74,910.5,63.9,36,Highway,619.23
7.85,640,66.6,29.2,Urban,39.51
90.25,802.5,24,42.2,Highway,199.68
64.15,2825,,27.3,Rural,38.4
97.47,1879.4,78.5,30.4,Urban,298.46
49.18,2490.9,61.6,35.9,Urban,72.33
85.5,1331.6,53.7,30.6,Rural,318.95
10.93,1981.6,42,20.7,Urban,1.03
36.85,1737.4,22.7,24.5,Urban,40.07
,2864.3,42.1,17.8,Urban,3.97
97.66,2368.9,49.9,28,Rural,169.44
82.61,2326.4,32.7,33.3,Rural,104.19
85.99,615.9,30.4,18.6,Urban,178.19
94.11,1874.2,50.5,33.9,Highway,316.83
13.08,1667.5,,41.8,Rural,41.54
41.63,2819.6,34.4,25.1,Urban,21.36
,1143.4,55.2,21.7,Urban,35.87
25.03,1174.6,74,41.8,Urban,77.87
26.79,1528.4,48.4,,Urban,69.32
49.57,1108.4,71.4,18.2,Highway,331.86
30.51,823,75.6,27.2,Urban,154.29
14.59,2643.5,25.5,35.2,Highway,1.28
20.91,1895.7,25.7,32.2,Urban,27.79
18.99,2653.4,48.6,33.6,Highway,20.4
97.44,2577.8,55.3,32,Highway,187.02
,1205.1,45.6,38.9,Highway,290.82
96.94,1869.3,39.6,24.6,Rural,202.02
46.78,708,58.5,36.3,Urban,161.51
,2788.1,20.1,44.7,Highway,14.56
,1510.7,78.1,26.7,Highway,524.52
35.99,1484.2,33.9,38.7,Urban,62.01
33.44,1256.9,75,22.4,Urban,144.06
27.09,1651.7,26.5,23.5,Urban,37.54
,1129.4,34.3,43,Rural,33.74
29.36,1437.1,34.1,15.8,Highway,89.35
38.76,2499.9,79.8,21.5,Highway,107.02
69.03,2585.6,20.3,29.5,Urban,34.93
10.94,1260.5,58.4,27.1,Rural,55.1
25,1672.5,72.2,33.9,Urban,74.22
81.86,2684.5,60.3,20.8,Highway,153.46
18.96,631.7,,17.1,Rural,69.42
37.55,2722.9,77.5,26.1,Urban,48.34
87.14,1048,73.6,30.7,Highway,623.04
,2196.3,46,31.9,Urban,36.98
,1956.4,54.4,33,Urban,29.3
51.03,1882.4,78.1,,Highway,255.03
33.73,2648.4,79,22.4,Urban,62.86
58.52,753.9,47,37.9,Urban,173.23
81.36,1367.6,70.8,17.6,Urban,276.57
,1845.6,38.1,21,Urban,11.9
60.17,2528.2,42.3,,Urban,57.07
53.02,1041.1,29.9,23.4,Highway,169.07
18.69,2507.3,32.6,,Urban,-1.41
64.28,1499.1,59.4,24.8,Rural,254.84
31,972.3,50.6,,Highway,167.9
51.34,2397.5,33.9,25.4,Urban,46.61
12.82,727.2,44.2,44.8,Rural,57.21
48.66,1786.9,42.4,25.7,Urban,101.08
34.11,659.7,79.2,33.8,Urban,173.12
83.13,1391,71.2,41.7,Urban,256.28
10.41,2002.7,43.3,34.1,Urban,11.84
44.77,1890.3,74.8,32,Rural,168.46
48.55,1511.6,40.6,32.1,Urban,79.29
73.88,1572.6,60.1,29.9,Rural,257.71
59.56,1066.9,78,39.2,Highway,381.38
,1639.7,43.4,16.5,Urban,126.1
78.82,2883.1,60.8,41.6,Rural,102.58
86.91,2626.1,37.8,32.6,Rural,68.52
,863.1,36,40.5,Rural,91.26
56.11,574.5,54.4,15.3,Highway,333.84
84.81,2833.8,78.8,41.1,Urban,91.86
,1816.9,47.2,18.6,Urban,196.6
89.5,1844.6,76.3,36.6,Highway,407.5
40.29,2451.8,74.9,27.5,Urban,57.64
23.54,1286.7,35.2,35.4,Highway,63.12
51.49,1704.8,44.1,33.8,Highway,148.22
75.46,2921.7,58.6,19.9,Urban,38.36
51.79,2180.4,51.1,30.4,Urban,85.05
50.9,884.4,25.8,,Rural,100.69
84.63,833.1,79.6,31.8,Urban,417.77
39.33,1010.7,65.2,37.1,Urban,136.65
86.68,2416.8,46.3,17.4,Urban,89.68
43.65,1238.4,57.1,30.5,Urban,142.08
36.18,553.5,25.3,33.5,Urban,58.88
48.13,2860.4,49.7,23.9,Urban,38.37
77.43,924.3,75.8,43.6,Urban,313.5
16.97,523.9,73.8,,Highway,149.49
23.66,1092.8,40.2,20.5,Urban,56.11
95.39,1087.6,51.9,18.2,Urban,270.03
,1555,61.8,31.2,Rural,70.32
58.93,2801,40.4,26.3,Highway,70.02
60.03,2698,23.9,20.8,Urban,17.94
51.51,1642.2,50.3,15.9,Rural,153.79
66.25,1527.2,56.1,32,Urban,169.18
26.83,1887.5,20.4,33,Urban,26.79
57.5,1108.6,25.7,19.3,Rural,101.22
40.36,630.5,32.4,33.1,Urban,74.8
,2848.1,40.9,43.6,Rural,65.88
18.42,966.7,52.5,44.3,Rural,64.41
59.23,996,37.6,41.7,Urban,125.26
22.6,1681.2,36.6,39.2,Urban,18.15
31.47,1729,72.2,,Urban,94.05
25.78,546.1,28.7,19.7,Urban,64.77
,869.9,49.7,28.3,Rural,78.61
83.44,1445.4,,33.6,Urban,325.17
32.14,2209.3,57.5,40.5,Urban,52.41
93.08,1071,63,22,Highway,567.5
97.14,1557.5,45.9,29.4,Urban,210.52
59.27,1893.4,21.2,34.4,Urban,56.82
18.59,2721.5,58.8,28.4,Urban,12.3
40.58,1315.2,57.9,28.6,Highway,199.37
80.78,833.9,26.6,21.8,Urban,141.13
39.9,1723.2,47.7,44.6,Urban,72.6
13.27,2366.8,74.9,29.3,Urban,24.96
57.89,774.6,32.3,31,Highway,203.62
85.29,1561.7,47.7,21.6,Urban,198.97
,544.5,47.7,30.4,Urban,270.5
21.64,583.9,68.6,22.7,Urban,98.82
68.91,1707.4,69.5,21.1,Highway,343.56
25.95,1245.5,65.6,23.3,Urban,111.88
25.73,2612.8,41.9,15.1,Highway,39.24
88.04,2005.4,24.3,32.1,Urban,86.66
28.72,1634.8,41,26.6,Highway,84.91
30.01,1519.8,60.8,42,Highway,127.58
5.06,1743.1,62.2,16.2,Rural,24.75
87.71,601.1,,16.3,Highway,768.47
80.3,2732,47.2,41.6,Urban,72.97
64.6,2995.8,57.9,18.8,Rural,47.77
76.28,953.7,52.4,15.1,Highway,393.61
19.44,801,29,20.4,Rural,65.25
48.54,858.9,47.7,39.7,Urban,124.66
38.37,2152.6,52.7,39.1,Highway,88.57
13.91,2153.6,,25.2,Urban,35.74
51.18,2619.8,42,35,Highway,72.75
92.47,2379.6,78.8,30.2,Rural,254.48
,1624.2,52.5,42.1,Highway,18.1
32.69,2032.1,34.5,16.7,Highway,77.98
24.72,2220.7,31.5,39.4,Urban,12.72
27.62,1781.8,28.5,20.1,Urban,27.09
91.3,1689.1,47.2,26.7,Urban,192.87
49.47,2112.7,21.3,20.8,Urban,20.29
49.3,1893.7,46.7,36.1,Urban,66.7
77.25,2109.9,79.3,35.3,Urban,186.65
19.68,2032.1,60.2,31.4,Urban,48.95
,2298,65.6,35.9,Urban,91.97
45.85,2107,27.1,34.2,Highway,44.89
,1799.4,48.4,38.3,Highway,197.38
99.96,2204.5,37.2,22.2,Urban,125.04
78.1,1623.7,,27.9,Urban,263.72
42.8,1104.2,30.9,19.5,Rural,101.45
83.62,503.5,47.5,27.9,Urban,295.65
21.22,1899.9,,36.1,Rural,78.9
7.89,1976.6,50.8,35.7,Urban,22.44
24.42,2930.1,69.8,36.3,Urban,24.5
37.34,1403.7,33.9,24.3,Urban,53.6
53.51,1485.3,42.6,34.9,Urban,105.09
63.44,1004.5,67.5,26,Urban,272.22
91.51,676.3,51.7,43.3,Urban,271.71
53.44,2432,,25.3,Highway,99.33
52.62,1124.2,21.8,33.1,Urban,68.15
9.77,2022.3,65.2,37.5,Highway,24.44
8.32,2219.4,78.3,42.2,Rural,31.71
57.36,1678.1,57.2,28.1,Highway,236.99
46.63,2690.9,71.4,25.8,Urban,45.58
84.72,1609.5,51,27.9,Urban,193.74
20.26,1212.3,33.9,24.7,Urban,38.59
7.37,2740,20.9,,Highway,9.93
47.66,2653.9,59.2,43,Highway,85.93
27.56,910.1,49.6,18.8,Urban,70.12
9.71,564.9,66.9,31.8,Urban,45.65
73.84,725,61.7,,Urban,257.31
15.6,1216.4,79.3,18,Rural,83.97
62.79,2930.6,50.6,29.8,Urban,33.07
31.7,1896.3,,41,Rural,64.4
21.48,1433.2,37.2,42,Rural,77.02
41.08,2721.8,48.6,30.4,Rural,67.56
81.14,1632.8,72.4,15.7,Urban,238.73
42.25,1288.1,22.5,18.2,Urban,49.65
76.32,2853,78.7,32.6,Urban,86.63
16.92,2623.8,79.6,18.7,Rural,38.28
78.41,2609.2,55.9,19.5,Urban,101.41
27.51,1780.7,39.9,38.2,Highway,66.96
69.35,2473.6,33.4,37.5,Rural,62.22
58.75,948.4,36.6,40.3,Rural,166.47
93.27,1933.1,23,18.2,Highway,118.19
41.8,2959.6,48.5,20.9,Urban,28.16
11.29,1227.4,23.4,40,Urban,-2.1
6.82,2485.9,63.1,,Urban,-0.62
83.55,1726.2,42.3,39.2,Rural,186.74
54.85,599.5,32,44.7,Rural,129.47
78.65,2407.5,52.7,40.9,Urban,76.44
27.27,921.4,78.4,30.6,Urban,122.88
37.78,2078.7,61.7,24.3,Highway,128.78
7.86,714.2,49.5,32.1,Urban,12.55
96.34,2867.2,66.6,34.2,Urban,97.67
68.45,1229.3,64.2,25.1,Urban,233.75
93.65,1066.2,73.5,38.1,Rural,479.39
30.22,822.8,32.3,17.8,Rural,82.17
63.09,2865,71.5,38.4,Highway,99.93
69.46,2279.8,38.1,16,Highway,118.4
35.17,2354.2,76.5,29.9,Urban,66.07
85.57,1748.5,36.9,40.8,Highway,181.84
94.98,1686.8,75.6,17.6,Urban,295.04
89.06,775.1,77.8,30.5,Urban,452.63
75.21,1899.6,28.7,19.8,Urban,77.53
31.36,1117.3,78.5,41.8,Urban,123.67
31.75,2942.9,25.1,40,Rural,23.75
96.52,2491.5,33.1,43,Rural,94.07
5.98,1532.5,46.7,41.2,Highway,6.42
73.02,878.4,79.6,37.1,Highway,562.56
72.09,2463.3,49.3,20.5,Urban,98.44
64.16,805.1,53,24.1,Highway,372.57
99.06,973.3,61.7,29.9,Highway,596.08
34.63,1028.8,78.1,32.7,Urban,149.82
37.3,1892.2,67,38.5,Urban,88.77
12.5,2467.6,33.4,21.8,Highway,23.31
47.07,1285.8,38.2,18.8,Urban,88.15
29.8,711.7,25.9,29.5,Urban,31.03
37.62,1661.3,,19.7,Urban,83.37
84.28,2370.3,30.8,35.8,Urban,68.99
93.87,1054.2,35.4,,Highway,333.83
22.64,1049.8,73.3,37.2,Highway,148.53
40.39,2868.1,39.6,16.9,Urban,36.35
93.22,2885.4,54,43.9,Rural,73.07
10.87,2976.2,43.9,15,Rural,1.02
13.77,2519.1,24.4,24.8,Urban,-15.18
20.47,970.5,41.8,35.4,Highway,84.5
61.55,1030,44.5,16.4,Urban,145.65
19.29,1350.6,73.7,17.5,Highway,123.76
96.97,1295.3,39.5,17.3,Rural,254.79
47.44,2891.3,42.8,32.4,Urban,48.83
52.64,2472.7,67,41.9,Highway,143.38
28.43,2310,65.5,31.7,Rural,45.88
49.74,964.9,67.9,33.1,Urban,202.62
67.88,2773.8,77.2,25.4,Urban,87.32
76.36,2569.7,67.7,15.6,Urban,115.4
76.62,909.1,44.5,15.6,Urban,186.65
59.9,2677.9,69.3,41.6,Urban,85.56
,1180.6,50.5,18.1,Urban,258.15
82.65,702.2,36.7,45,Urban,155.59
76.92,2142.1,38.2,19.9,Urban,92.85
10.28,2134.5,33.4,35.2,Highway,19.17
5.65,737.3,28.7,,Rural,19.36
25.18,1297.1,31.1,25.9,Rural,56.87
68.03,2982,23.8,37,Urban,26.32
44.06,2196.1,73.3,,Highway,173.88
43.23,2325.2,75.9,24.1,Rural,133.45
89.04,1032.3,55.2,21.1,Rural,374.85
90.08,697,70.4,39.6,Rural,505.75
91.37,1192.3,31,22.7,Highway,277.59
34.82,1122.2,74.1,,Urban,165.19
70.65,1086.4,50.4,45,Urban,173.62
30.81,981.9,24,24.8,Urban,45.47
23.11,1936.9,28.5,27.7,Urban,38.72
22.54,1320.3,38.5,44.7,Rural,49.62
37.5,2550.9,22.6,26.1,Urban,31.33
45.85,959.9,38.6,26,Rural,147.28
83.94,1661.6,23.6,,Highway,129.69
16.39,534.1,34.2,24.4,Urban,30.27
74.82,1704.2,35.9,22,Urban,104.48
55.49,639.6,79.7,27.7,Urban,317.5
32.35,2944.3,34.1,36,Highway,39.96
51.82,2476.5,34.4,16.3,Rural,56.58
33.49,1725.3,61.2,26.2,Rural,118.13
,716.5,71.6,25.4,Urban,316.07
46.22,1981.1,43.2,22.3,Urban,77.15
20.62,2396.9,72.5,34.6,Urban,13.29
16.08,976.8,40.4,23.7,Urban,50.38
56.94,1920.5,31.8,33.2,Rural,74.15
90.73,2535.5,39.8,30.1,Urban,82.51
37.68,2420.6,56.6,21.5,Highway,88.15
74.64,2507.5,42,23,Urban,69.82
67.57,2698.3,60.4,20.1,Urban,78.26
,2844.2,34.2,16.7,Highway,89.06
82.99,1513.8,62.1,33.6,Highway,390.14
58.83,1921.9,40.8,35.2,Urban,99.14
67.42,2476.6,47.4,20,Highway,144.8
90.35,2242.8,53.5,33.5,Urban,154.26
42.95,2988.8,61.2,44.5,Highway,44.51
36.05,534.2,34.3,17.2,Rural,107.92
6.03,1387.8,70.2,29.7,Highway,35.17
83.52,1202.6,63.3,37,Urban,278.46
81.09,1155.8,34,16.4,Highway,256.79
14.92,1056.3,78.5,38.3,Rural,56.76
59.8,2272.8,59.9,44.4,Urban,91.63
49.08,711.9,47.1,17.7,Highway,225.26
16.28,2354,29.5,39.7,Urban,11.55
98.15,2233.6,,26.4,Rural,207.14
25.4,1127,29.9,19.3,Urban,34.12
11.39,1132.1,45.8,29.8,Rural,47.69
61.51,2072.2,44.5,17.1,Highway,143.5
75.19,2405.4,63.2,30.7,Urban,122.53
8.08,2691.2,31.5,15.6,Urban,-4.66
67.58,2630.3,69.3,36.9,Urban,90.45
55.57,2912.2,39.6,,Urban,40.45
14.81,1953.5,46.6,28.8,Urban,16.89
21.39,2771.6,66.3,20.9,Urban,31.17
58.96,2521.3,57.5,25.8,Urban,82.85
33.15,2736.7,38.5,20.5,Urban,23.73
94.14,529.1,43.2,37.1,Urban,262
82.78,2914.8,38.3,21,Highway,81.95
98.44,1683.8,55.7,33.5,Urban,234.51
29.67,2495.5,40,23.4,Urban,27.99
97.12,818,63.5,34.7,Urban,375.42
45.97,1489.9,54.8,31.2,Highway,205.34
38.01,1178.7,28.7,27.7,Urban,67.01
,1229.1,38.6,35.2,Urban,16.18
10.01,808.1,33.3,27.5,Urban,33.53
70.74,2514.4,43.4,39.6,Urban,73.24
48.5,523.1,51,36.9,Urban,183.29
26.52,1281.3,50.4,31.2,Urban,53.85
63.33,936,65.3,41.3,Rural,302.85
,1972.6,31.4,39.9,Highway,60.87
59.88,1135.6,76.8,31,Rural,350.75
39.12,1147.5,40.6,17.1,Highway,140.86
83.24,1720.8,38,32,Highway,204.45
82.97,2131.7,61.1,25.7,Rural,245
50.35,803.3,68.3,31.2,Urban,212.65
38.33,938.8,42.7,34.4,Highway,155.29
39.44,1117.9,64.8,34.3,Urban,158.71
81.54,2934.4,73,35.2,Highway,113.24
36.18,1492.9,66,35.4,Urban,115.55
24.86,1997.5,22.1,18.3,Highway,24.55
13.05,1103.9,69.6,20.8,Rural,61.74
,1726.1,66.5,33.9,Urban,134.24
50.8,685.3,60.2,,Rural,287.38
84.89,586.9,,37.9,Urban,362.75
26.02,1671.8,78.8,18.7,Urban,98.62
41.19,1496.6,,20.7,Highway,143.97
,842.2,24,31.8,Urban,110.14
83.24,2219,47.7,30,Urban,117.37
41.54,2982.3,22.8,23,Urban,15.49
48.62,1489.1,37.7,27.3,Highway,147.99
33.81,2061.4,55.2,16,Urban,24.77
93.59,2907.4,38.6,16.1,Rural,46.74
16.27,2578.8,61.1,17.8,Highway,33
93.71,1658.9,69.3,32.3,Urban,285.64
69.97,2343.7,45.2,40.9,Urban,67.84
55.5,820.3,74,22.8,Rural,366.11
8.1,1780.3,24.8,16,Highway,-1.86
50.18,1197.7,70.4,36.3,Highway,303.15
43.74,902.9,69.7,40.7,Highway,280.74
20.32,1565.7,39.3,19.1,Urban,41.03
67.36,827.5,37.9,26.6,Highway,269.65
97.26,2247.5,38.3,19.8,Highway,168.82
58.41,1640.6,68.7,18.2,Urban,181.11
72.9,1827.9,69.9,34.4,Rural,242.06
11.5,865.9,39.8,44,Urban,16.7
44.68,849.4,55.6,35.3,Urban,161.58
16.05,1958.5,28.3,44.5,Urban,15.79
63.22,2962.5,48.1,28,Highway,69.75
94.16,740.6,79.9,41.9,Urban,437.54
67.87,1214.3,29.5,21.2,Urban,115.95
,2673.6,76.9,18.5,Rural,24.15
38.69,680.7,69.5,36.1,Urban,159.47
57.31,2689.7,78.3,26.1,Urban,116.74
43.3,1810.7,30.8,24.5,Urban,53.11
84.2,1520.7,32.8,,Urban,126.17
82.39,1274.2,,,Urban,100.68
,1242.8,63.5,32.2,Urban,204.56
40.48,1264.5,58.6,24,Urban,126.99
29.26,2712,30.7,38.5,Rural,35.29
15.06,2309.5,,24.4,Urban,22.68
38.72,2174.3,38,31,Highway,80.52
44.25,2496.9,28.1,15.7,Urban,37.24
69.2,1142.8,45.4,38.8,Urban,157.45
67.53,2045.1,25.5,33.6,Urban,56.31
11.66,1650.2,35.8,20.8,Urban,28.06
42.55,2456.1,42.3,21.5,Highway,74.17
22.27,1273.1,71.1,22.9,Urban,65.53
19.9,2107.9,67.6,32.3,Rural,72.91
83.59,2705.5,46.6,31.4,Highway,110.94
8.98,1505.4,63.5,23.2,Urban,30.08
44.82,666.6,54.1,35.8,Urban,140.03
20.98,1790.1,,41.7,Urban,25.15
88.54,1364.9,63.6,16.3,Urban,270.06
57.92,2180.6,61,27.5,Highway,191.12
26.98,2877.6,57.1,,Rural,20.7
52.73,1714,57.1,32.6,Urban,144.05
74.49,1665.5,61,15.6,Urban,189.05
96.02,2136.5,43.1,21.3,Urban,144.66
25.94,758.7,72.1,16.9,Highway,196.23
89.19,1133.8,29.7,32.1,Urban,155.55
93.76,2797.4,73,34.4,Rural,124.22
92.06,2174.9,40.5,19.8,Highway,188.1
65.36,533.6,27.5,25,Rural,172.51
64.83,1011.6,,24.9,Urban,220.33
43.31,2207.1,42.6,39.6,Highway,90.07
76.48,2411,68.9,20.8,Highway,234.93
55.47,2599.6,45.8,31.4,Highway,88.47
69.36,1230.4,60.1,38.5,Urban,204.1
45.7,2827.6,38.5,39.9,Rural,57.96
74.49,1882.4,32.6,35,Rural,121.09
83.32,2241.3,43.3,24,Urban,90.14
18.91,1991.8,56.4,39.7,Highway,64.87
84.13,806.9,59.4,37.3,Urban,300.67
56.33,2907.8,54.7,36.1,Rural,65.67
85.24,807.2,79.3,17,Highway,703.73
45.97,1137.2,61.5,16.3,Urban,143.42
41.01,2534.1,75.9,35.9,Urban,75.87
91.93,2046.5,,43.3,Urban,74.95
28.86,2595.4,23.7,38.2,Urban,23.89
85.2,1789.3,38.7,39.9,Urban,135.48
50.98,1442.5,28.2,31.3,Highway,114.26
53.84,2804.6,51.6,24.1,Highway,88.53
34.3,590.6,,35.3,Urban,124.69
59.44,2640.3,54.5,36.4,Highway,104.4
35.9,1077,64.7,35.3,Urban,145.79
8.73,2621.8,78.3,,Urban,22.7
30.84,848,72.7,26,Highway,239.42
5.61,1950.5,27.1,16.2,Urban,7.97
97.94,2720.3,,42.3,Urban,72.23
96.75,1683.8,35.3,19.8,Urban,166.21
42.54,2366.4,30.6,35.9,Highway,60.99
74.2,2511.7,52.7,41.2,Rural,110.85
37.85,2341.2,53.2,24.3,Urban,70.56
68.75,2813.3,33.6,39.9,Urban,31.55
81.52,1617.1,62.7,25,Rural,310.9
94.94,932.8,64,38.8,Urban,343.19
43.02,619.5,21.3,17.1,Urban,56.99
